1,35233,34571,13808598388,2022-01-25T00:00
2,33242,1582894,13402775770,2022-01-25T00:00
3,33432,2836046,13702793899,2022-01-25T00:00
4,37714,9237,13301007443,2022-01-25T00:00
5,4900,12312,18900276829,2022-01-25T00:00
6,46162,41683,13203801442,2022-01-25T00:00
7,8721,69666568,15808045139,2022-01-25T00:00
8,6010,25154,13505003494,2022-01-25T00:00
9,30981,57741,15307727328,2022-01-25T00:00
10,24041,50346,13300057347,2022-01-25T00:00
11,26277,190208197,15504232347,2022-01-25T00:00
12,34579,45241,13808150849,2022-01-25T00:00
13,8461,56241,18000050079,2022-01-25T00:00
14,1402,24392,18006358268,2022-01-25T00:00
15,904,3808,18003017910,2022-01-25T00:00
16,9422,29014614,13401175682,2022-01-25T00:00
17,14289,61873,15906997019,2022-01-25T00:00
18,64952,214797623,13404286813,2022-01-25T00:00
19,1082,9772499,13602414938,2022-01-25T00:00
20,1305,51481,18508268853,2022-01-25T00:00
21,40004,1697841,15200360267,2022-01-25T00:00
22,2011,13183877,15804478910,2022-01-25T00:00
23,11117,7990311,15507807820,2022-01-25T00:00
24,24041,50346,18507434877,2022-01-25T00:00
25,41112,27766530,15006882564,2022-01-25T00:00
26,136,13463,15008705018,2022-01-25T00:00
27,28952,38093,18506406627,2022-01-25T00:00
28,10234,15378245,13702262813,2022-01-25T00:00
29,10281,18423929,13005497116,2022-01-25T00:00
30,41111,27513263,15106093828,2022-01-25T00:00
31,33432,2837879,13707088284,2022-01-25T00:00
32,10300,6700820,15705744049,2022-01-25T00:00
33,23303,21811,15600668436,2022-01-25T00:00
34,32202,33343,13807634504,2022-01-25T00:00
35,324,43781,15605574578,2022-01-25T00:00
36,326,41178,18002174481,2022-01-25T00:00
37,5139,17440515,15207917534,2022-01-25T00:00
38,14500,572759,15606204585,2022-01-25T00:00
39,17959,31203,15105721091,2022-01-25T00:00
40,21111,14641978,13304766151,2022-01-25T00:00
41,37794,1552,13308224146,2022-01-25T00:00
42,41120,27642683,15103325800,2022-01-25T00:00
43,54577,135868179,13408793028,2022-01-25T00:00
44,14337,30244928,17702432494,2022-01-25T00:00
45,43243,2891,13102321526,2022-01-25T00:00
46,3521,53586,18905700080,2022-01-25T00:00
47,50032,2903,13008174248,2022-01-25T00:00
48,13633,7381,13200844895,2022-01-25T00:00
49,10454,29802873,18506117872,2022-01-25T00:00
50,30200,2302457,13301394524,2022-01-25T00:00
51,44008,53831,13504875093,2022-01-25T00:00
52,4042,47441,15302746670,2022-01-25T00:00
53,31112,20939605,13600296847,2022-01-25T00:00
54,8151,72374192,15100208049,2022-01-25T00:00
55,33111,64192,18502986252,2022-01-25T00:00
56,11001,14487,18508065950,2022-01-25T00:00
57,21111,14620334,13900420191,2022-01-25T00:00
58,8452,15991,13803657550,2022-01-25T00:00
59,46489,45942818,15607818792,2022-01-25T00:00
60,24515,22145,18002893551,2022-01-25T00:00
61,63345,193626206,13006842242,2022-01-25T00:00
62,78,32500,17702653782,2022-01-25T00:00
63,25061,1194204,13006422215,2022-01-25T00:00
64,20100,238626,15104162422,2022-01-25T00:00
65,13824,50436,15808182928,2022-01-25T00:00
66,40961,83886181,13906312738,2022-01-25T00:00
67,40421,28013,15500654945,2022-01-25T00:00
68,33432,2837859,18001355362,2022-01-25T00:00
69,31112,20939605,15106046416,2022-01-25T00:00
70,10261,17230407,15301147704,2022-01-25T00:00
71,96,1887117,13704675001,2022-01-25T00:00
72,9812,53808991,13000758941,2022-01-25T00:00
73,40421,28013,13307617243,2022-01-25T00:00
74,29782,20889,13607944379,2022-01-25T00:00
75,4010,37283,13208195391,2022-01-25T00:00
76,18306,47710,13508380303,2022-01-25T00:00
77,40004,1697841,15608494877,2022-01-25T00:00
78,10028,2461118,13103305184,2022-01-25T00:00
79,8737,72191762,15601033103,2022-01-25T00:00
80,41114,27055550,13307144804,2022-01-25T00:00
81,42511,61042,18005288705,2022-01-25T00:00
82,304,44746,15500864951,2022-01-25T00:00
83,9192,5112,18008014599,2022-01-25T00:00
84,40003,1825923,15305013094,2022-01-25T00:00
85,10200,6654393,18503768786,2022-01-25T00:00
86,9422,29014634,13407470702,2022-01-25T00:00
87,39350,61633,13905013495,2022-01-25T00:00
88,22360,39796,18903347738,2022-01-25T00:00
89,313,52704,13708572232,2022-01-25T00:00
90,1002,3987,15207497032,2022-01-25T00:00
91,33311,2075287,13006167485,2022-01-25T00:00
92,808,5661,13907213908,2022-01-25T00:00
93,3021,197990334,13808026450,2022-01-25T00:00
