1,31112,20562264,13908008771,2022-01-06T00:00
2,22846,44862,15608016947,2022-01-06T00:00
3,40020,1724567,15601392113,2022-01-06T00:00
4,10262,17192021,13902150995,2022-01-06T00:00
5,4161,63652,15004816345,2022-01-06T00:00
6,33251,1643191,13303744855,2022-01-06T00:00
7,20005,14062,13303990082,2022-01-06T00:00
8,5195,40571,13506635877,2022-01-06T00:00
9,9001,6753,15600370635,2022-01-06T00:00
10,29104,21441,18503234163,2022-01-06T00:00
11,39908,15702,18901353462,2022-01-06T00:00
12,1241,8146802,13808435877,2022-01-06T00:00
13,29698,3011,13301445478,2022-01-06T00:00
14,9208,7612651,13901097270,2022-01-06T00:00
15,9709,21061,13901774319,2022-01-06T00:00
16,1171,7682234,15700111784,2022-01-06T00:00
17,9620,39476409,15801843549,2022-01-06T00:00
18,2016,5512,15705738709,2022-01-06T00:00
19,41113,27387878,13108885699,2022-01-06T00:00
20,31112,20944826,18005313502,2022-01-06T00:00
21,16814,41423,17708569092,2022-01-06T00:00
22,2921,19155712,13805534136,2022-01-06T00:00
23,2311,6835988,13907847285,2022-01-06T00:00
24,54208,125376090,15000436217,2022-01-06T00:00
25,8701,38876,15104600465,2022-01-06T00:00
26,41124,27700390,15806469010,2022-01-06T00:00
27,11101,12172,15807738881,2022-01-06T00:00
28,10300,6702120,15705744049,2022-01-06T00:00
29,61895,177610163,18904215826,2022-01-06T00:00
30,51811,72948369,13105241171,2022-01-06T00:00
31,21121,13854039,13400314006,2022-01-06T00:00
32,8673,62927378,15701144180,2022-01-06T00:00
33,385,20043,15702141581,2022-01-06T00:00
34,9610,39412089,15106677622,2022-01-06T00:00
35,35650,554,15802773710,2022-01-06T00:00
36,9520,32919881,15304572559,2022-01-06T00:00
37,41112,27306060,15208572340,2022-01-06T00:00
38,21094,18691,13704012766,2022-01-06T00:00
39,1151,50347,13905312461,2022-01-06T00:00
40,12031,13314250,13206856867,2022-01-06T00:00
41,64905,215074438,13804246452,2022-01-06T00:00
42,33199,25672,15702725252,2022-01-06T00:00
43,9620,39476133,15903626091,2022-01-06T00:00
44,13706,2122,15904293631,2022-01-06T00:00
45,2321,15219986,15103607924,2022-01-06T00:00
46,37716,1199,17705245955,2022-01-06T00:00
47,29481,32214,13002570309,2022-01-06T00:00
48,32199,63898,13200576183,2022-01-06T00:00
49,507,26439038,15203140067,2022-01-06T00:00
50,9501,33427902,15702796980,2022-01-06T00:00
51,9812,53843208,15904941213,2022-01-06T00:00
52,37744,59841,13305595685,2022-01-06T00:00
53,33265,12371,13505022464,2022-01-06T00:00
54,49438,68760405,13908134538,2022-01-06T00:00
55,21115,15396200,13603425215,2022-01-06T00:00
56,41000,107737,18008046035,2022-01-06T00:00
57,4425,8793,13102936849,2022-01-06T00:00
58,11361,21344,13306655109,2022-01-06T00:00
59,4196,34683397,15101460974,2022-01-06T00:00
60,8702,58945,18508564075,2022-01-06T00:00
61,11501,15033,17707003295,2022-01-06T00:00
62,66,9130391,13702793899,2022-01-06T00:00
63,18836,12114,15508635199,2022-01-06T00:00
64,9590,33387602,13107170955,2022-01-06T00:00
65,41112,27765639,13401886155,2022-01-06T00:00
66,33251,1660702,13505196115,2022-01-06T00:00
67,41112,27764040,13502063286,2022-01-06T00:00
68,4401,8425835,13508214059,2022-01-06T00:00
69,3521,43683,13301576342,2022-01-06T00:00
70,11117,7692051,13703126624,2022-01-06T00:00
71,34313,16678,18903463086,2022-01-06T00:00
72,152,43333,13704368652,2022-01-06T00:00
73,8401,91820948,13505963028,2022-01-06T00:00
74,45000,230214846,13306085357,2022-01-06T00:00
75,33320,151229950,15706077986,2022-01-06T00:00
76,10291,19131155,15706000043,2022-01-06T00:00
77,34282,19010,15602691695,2022-01-06T00:00
78,55511,56273997,15705628479,2022-01-06T00:00
79,304,44746,15306604592,2022-01-06T00:00
80,4121,27011595,15006406087,2022-01-06T00:00
81,28904,21051,15500770859,2022-01-06T00:00
82,31111,21083769,13303073227,2022-01-06T00:00
83,59698,133196463,18903871604,2022-01-06T00:00
84,3719,22041,18506276471,2022-01-06T00:00
85,1872,12585,15200743721,2022-01-06T00:00
86,41501,43881,15704611421,2022-01-06T00:00
87,65005,213724187,13904844535,2022-01-06T00:00
88,4721,51901,15107132633,2022-01-06T00:00
89,1120,6834847,13507041303,2022-01-06T00:00
90,17323,904,13603466282,2022-01-06T00:00
91,1281,14938,15307401883,2022-01-06T00:00
92,455,20202,13204744131,2022-01-06T00:00
93,8673,62927378,17701707982,2022-01-06T00:00
94,54145,122798939,18008007169,2022-01-06T00:00
95,4602,53795,15300943044,2022-01-06T00:00
96,3310,216988398,15907128948,2022-01-06T00:00
97,5888,36182531,18005307353,2022-01-06T00:00
98,37679,46616,13007793223,2022-01-06T00:00
99,53622,107399120,17706731100,2022-01-06T00:00
100,9880,12262,18905092433,2022-01-06T00:00
